Year,Publication,Model,Paper URL,AUC,Logloss,Running Steps,Contributor
2007,WWW'07,LR,https://dl.acm.org/citation.cfm?id=1242643,0.7934,0.4568,https://github.com/reczoo/BARS/tree/main/ranking/ctr/LR/LR_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2010,ICDM'10,FM,https://www.csie.ntu.edu.tw/~b97053/paper/Rendle2010FM.pdf,0.8086,0.4431,https://github.com/reczoo/BARS/tree/main/ranking/ctr/FM/FM_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2015,CIKM'15,CCPM,http://www.escience.cn/system/download/73676,0.8104,0.4415,https://github.com/reczoo/BARS/tree/main/ranking/ctr/CCPM/CCPM_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2016,NIPS'16,HOFM,https://papers.nips.cc/paper/6144-higher-order-factorization-machines.pdf,0.8107,0.4411,https://github.com/reczoo/BARS/tree/main/ranking/ctr/HOFM/HOFM_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2016,RecSys'16,FFM,https://dl.acm.org/citation.cfm?id=2959134,0.8113,0.4407,https://github.com/reczoo/BARS/tree/main/ranking/ctr/FFM/FFM_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2016,RecSys'16,YoutubeDNN,http://art.yale.edu/file_columns/0001/1132/covington.pdf,0.8140,0.4380,https://github.com/reczoo/BARS/tree/main/ranking/ctr/DNN/DNN_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2016,DLRS'16,Wide&Deep,https://arxiv.org/pdf/1606.07792.pdf,0.8142,0.4377,https://github.com/reczoo/BARS/tree/main/ranking/ctr/WideDeep/WideDeep_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2016,ICDM'16,IPNN,https://arxiv.org/pdf/1611.00144.pdf,0.8142,0.4378,https://github.com/reczoo/BARS/tree/main/ranking/ctr/PNN/IPNN_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2016,KDD'16,DeepCrossing,https://www.kdd.org/kdd2016/papers/files/adf0975-shanA.pdf,0.8135,0.4384,https://github.com/reczoo/BARS/tree/main/ranking/ctr/DeepCrossing/DeepCross_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2017,SIGIR'17,NFM,https://dl.acm.org/citation.cfm?id=3080777,0.8093,0.4424,https://github.com/reczoo/BARS/tree/main/ranking/ctr/NFM/NFM_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
2017,IJCAI'17,AFM,http://www.ijcai.org/proceedings/2017/0435.pdf,0.8060,0.4455,https://github.com/reczoo/BARS/tree/main/ranking/ctr/AFM/AFM_criteo_x4_001,"<a href=""https://arxiv.org/abs/2009.05794"">Zhu et al.</a>"
