 20220131-112500,[command] python run_expid.py --version pytorch --config Movielens/AFN_movielenslatest_x1/AFN+_movielenslatest_x1_tuner_config_01 --expid AFN_movielenslatest_x1_003_cc30c477 --gpu 0,[exp_id] AFN_movielenslatest_x1_003_cc30c477,[dataset_id] movielenslatest_x1_cd32d937,[train] N.A.,[val] AUC: 0.964429 - logloss: 0.301879,[test] AUC: 0.964208 - logloss: 0.303013
 20220131-112217,[command] python run_expid.py --version pytorch --config Movielens/AFN_movielenslatest_x1/AFN+_movielenslatest_x1_tuner_config_01 --expid AFN_movielenslatest_x1_001_bc2bdd28 --gpu 0,[exp_id] AFN_movielenslatest_x1_001_bc2bdd28,[dataset_id] movielenslatest_x1_cd32d937,[train] N.A.,[val] AUC: 0.963503 - logloss: 0.306217,[test] AUC: 0.963524 - logloss: 0.305915
 20220131-112439,[command] python run_expid.py --version pytorch --config Movielens/AFN_movielenslatest_x1/AFN+_movielenslatest_x1_tuner_config_01 --expid AFN_movielenslatest_x1_002_c195931b --gpu 1,[exp_id] AFN_movielenslatest_x1_002_c195931b,[dataset_id] movielenslatest_x1_cd32d937,[train] N.A.,[val] AUC: 0.962708 - logloss: 0.333016,[test] AUC: 0.962493 - logloss: 0.334343
 20220131-112847,[command] python run_expid.py --version pytorch --config Movielens/AFN_movielenslatest_x1/AFN+_movielenslatest_x1_tuner_config_01 --expid AFN_movielenslatest_x1_005_367ea6b3 --gpu 0,[exp_id] AFN_movielenslatest_x1_005_367ea6b3,[dataset_id] movielenslatest_x1_cd32d937,[train] N.A.,[val] AUC: 0.955298 - logloss: 0.377176,[test] AUC: 0.955130 - logloss: 0.376707
 20220131-113303,[command] python run_expid.py --version pytorch --config Movielens/AFN_movielenslatest_x1/AFN+_movielenslatest_x1_tuner_config_01 --expid AFN_movielenslatest_x1_004_8a4c5e88 --gpu 1,[exp_id] AFN_movielenslatest_x1_004_8a4c5e88,[dataset_id] movielenslatest_x1_cd32d937,[train] N.A.,[val] AUC: 0.954800 - logloss: 0.368091,[test] AUC: 0.954648 - logloss: 0.367751
 20220131-112907,[command] python run_expid.py --version pytorch --config Movielens/AFN_movielenslatest_x1/AFN+_movielenslatest_x1_tuner_config_01 --expid AFN_movielenslatest_x1_006_f44ebe35 --gpu 1,[exp_id] AFN_movielenslatest_x1_006_f44ebe35,[dataset_id] movielenslatest_x1_cd32d937,[train] N.A.,[val] AUC: 0.954432 - logloss: 0.294092,[test] AUC: 0.954218 - logloss: 0.294619
